BEACON,DAS,CRITERIA,ROPEN,RBALNO,LST_R_OPEN,RBAL,RLIMIT,TOPEN,TBALNO,MOF,RBAL_LIMIT,EQLIMIT,EQBAL,EQHIGHBAL,EQCURBAL,BCLIMIT,BCBAL,IHIGHBAL,ICURBAL,UNSECLIMIT,UNSECBAL,MTHIGHBAL,MTCURBAL,BCOPEN,YEARS_RES,CHILDREN,EST_INC,OWN_HOME,HOME_VALUE,HOME_INC,HOME_ED,PRCNT_WHIT,PRCNT_PROF,DOB_MONTH,DOB_YEAR,AGE_INFERR,SEX,MARRIED,BUYER
769,49,1,04,02,05,000120,007534,03,012103,198,00,,,,,,,015024,011983,004866,000119,,,,01,0,87499.50,0,105,057,150,93,48,,67,35,M,U,0 
753,189,1,06,02,06,000113,016087,05,001918,148,00,,,,,004900,000000,009730,001805,010000,000006,054650,051054,,12,0,62499.50,0,082,043,130,98,31,,,42,F,U,0 
754,197,1,10,08,04,007143,052740,10,020196,202,00,,,,,005000,000720,021954,015733,034500,005562,,,,05,1,42999.50,0,081,028,120,97,16,,45,42,M,U,0 
711,136,1,04,04,44,013345,016050,04,013345,028,03,,,,,006350,005477,,,008000,007456,064800,000000,,02,0,87499.50,0,105,057,150,93,48,,53,42,M,U,0 
765,92,1,04,02,25,000524,012732,05,007434,186,00,,,,,008000,000146,020465,006910,001730,000378,049000,045351,,10,0,62499.50,0,081,028,120,97,16,,50,42,M,M,0 
779,270,1,02,01,19,000209,009448,03,000259,196,00,,,,,004448,000209,,,005000,000000,073900,066064,,08,1,87499.50,0,105,057,150,93,48,,56,42,M,M,0 
768,25,1,03,02,16,000859,011726,03,000859,173,00,,,,,007426,000859,,,,,087365,057206,,07,0,62499.50,0,088,048,120,99,35,,49,42,M,M,0 
786,40,1,03,02,05,000279,014750,04,013985,108,00,,,,,005000,000131,022027,013706,,,,,,07,1,87499.50,0,105,057,150,93,48,,50,42,M,M,0 
715,259,1,01,01,25,002498,004450,02,009259,073,01,,,,,,,007317,006761,004450,002498,,,,04,0,42999.50,0,059,028,120,98,17,,69,35,M,M,0 
678,104,1,06,04,35,001781,014549,07,006164,165,00,,,,,009000,001708,006000,004331,,,109000,107000,,00,1,42999.50,0,108,055,140,99,36,,62,35,M,M,0 
760,-41,1,03,01,42,000461,009700,03,007354,085,00,,,,,009700,000461,015418,006893,,,,,,,0,62499.50,0,071,033,120,92,17,,,42,M,U,0 
759,262,1,03,02,03,002468,016400,04,002489,111,00,,,,,007500,000864,,,,,083877,082992,,05,0,87499.50,0,085,045,120,98,30,,,42,F,U,0 
751,270,1,02,02,08,001408,012000,04,001408,154,00,,,,,003800,000660,,,008200,000748,051900,048069,,,0,87499.50,0,105,057,150,93,48,,,42,M,U,0 
765,128,1,01,01,99,000870,007000,04,013360,142,00,,,,,,,022620,012464,,,095500,089684,,04,0,87499.50,0,105,057,150,93,48,,39,57,M,M,0 
770,199,1,05,02,05,000773,014982,05,000814,257,00,,,,,007000,000194,,,,,042000,038168,,06,0,62499.50,0,105,057,150,93,48,,,42,M,M,0 
762,-11,1,02,01,16,000456,007400,04,005048,132,00,,,,,003100,000456,033352,004592,,,082365,080603,,05,0,62499.50,0,085,045,120,98,30,,,42,M,U,0 
732,143,1,06,05,04,013840,029436,06,013840,240,03,,,,,004900,000000,,,012939,011720,053900,050112,,,1,62499.50,0,082,043,130,98,31,,,42,M,U,0 
728,303,1,06,03,01,004333,011079,06,007339,128,02,,,,,,,005721,002956,004460,004220,125000,123000,,06,1,87499.50,0,136,063,150,95,42,,46,42,M,M,0 
749,165,1,02,01,86,000679,010400,05,008978,149,00,,,,,,,023621,008299,010000,000679,121000,119000,,00,1,87499.50,0,105,057,150,93,48,,51,42,M,M,0 
739,333,1,02,02,09,006662,015300,02,006662,141,01,,,,,010300,002406,,,005000,004256,,,,04,0,42999.50,0,088,048,120,99,35,,,42,M,U,0 
719,173,1,02,01,91,002946,005100,04,004902,003,01,,,,,004800,002946,004734,001956,,,052480,032771,,10,1,42999.50,0,085,045,120,98,30,,,42,M,M,0 
765,214,1,05,03,09,005545,019365,04,005545,175,01,,,,,019365,005545,,,,,131000,129000,,00,0,62499.50,0,000,000,000,00,00,,57,42,M,U,0 
752,189,1,01,01,63,000700,008700,02,000700,113,00,,,,,,,,,008700,000700,083100,080826,,01,0,62499.50,0,105,057,150,93,48,,63,35,M,U,0 
760,110,1,02,02,99,001101,009520,04,001101,276,00,,,,,007900,001085,,,,,015000,013269,,07,1,87499.50,0,105,057,150,93,48,,,42,M,U,0 
715,256,1,07,03,04,005603,034936,06,007616,166,00,,,,,011800,002545,012000,001468,006100,002728,110000,109000,,05,0,87499.50,0,105,057,150,93,48,,35,57,M,U,0 
732,225,1,06,05,05,009368,032615,07,013418,248,01,,,,,,,,,013861,007594,027900,013916,,15,0,87499.50,0,071,037,120,99,16,,70,35,M,M,0 
750,85,1,02,02,05,002685,007399,04,008025,233,01,,,,,002399,002192,011500,005340,005000,000493,131000,128000,,02,0,62499.50,0,136,063,150,95,42,,46,42,M,M,0 
740,177,1,01,01,68,001434,004600,02,001484,110,00,,,,,004600,001434,,,,,,,,01,1,42999.50,0,071,033,120,92,17,,56,42,M,M,0 
780,32,1,04,01,17,000033,005069,02,000033,151,00,,,036750,035543,001829,000000,,,000340,000033,,,,03,0,42999.50,0,085,045,120,98,30,,34,57,M,U,0 
761,12,1,02,02,33,000561,014700,04,007731,124,00,,,,,005000,000345,015784,007170,009700,000216,081899,080608,,03,0,87499.50,0,090,042,120,95,30,,62,35,M,M,0 
761,129,1,01,01,14,000888,006500,01,000888,177,00,,,,,006500,000888,,,,,,,,07,1,62499.50,0,085,045,120,98,30,,60,35,M,U,0 
767,78,1,02,02,19,000319,003864,05,000995,132,00,,,,,,,011100,000646,001214,000099,116000,100000,,06,1,62499.50,0,136,063,150,95,42,,54,42,M,M,0 
775,179,1,02,01,03,001402,003500,02,101402,315,00,,,,,003500,001402,,,,,,,,03,0,62499.50,0,105,057,150,93,48,,47,42,M,M,0 
781,-16,1,02,02,99,003339,008169,04,003339,151,00,,,,,007500,003091,,,,,031100,015118,,11,0,42999.50,0,082,043,130,98,31,,40,57,F,U,0 
731,435,1,07,04,06,002679,023922,06,010733,156,01,,,,,014790,002354,013866,008054,001000,000000,072000,070306,,04,1,62499.50,0,105,057,150,93,48,,62,35,M,M,0 
763,139,1,02,02,29,002476,006930,04,002526,293,00,,,,,006600,002368,,,,,098500,085617,,09,1,87499.50,0,105,057,150,93,48,,,42,M,M,0 
767,35,1,03,02,18,001907,010870,03,003333,286,00,,,,,001726,000643,004678,001426,,,,,,15,0,42999.50,0,071,033,120,92,17,,,42,M,M,0 
777,127,1,01,01,06,000623,007500,02,000623,231,00,,,,,007500,000623,,,,,080100,077473,,00,0,42999.50,0,085,045,120,98,30,,,42,M,U,0 
772,61,1,03,02,54,001165,003647,03,001165,229,01,,,,,002872,001165,,,,,072800,069607,,04,0,62499.50,0,085,045,120,98,30,,54,42,M,M,0 
698,288,1,02,02,02,000604,004000,03,000604,171,01,,,,,,,021162,000000,001000,000589,098100,096100,,00,0,62499.50,0,108,055,140,99,36,,59,35,M,M,0 
776,188,1,01,00,99,000000,005200,01,000000,115,00,,,,,005200,000000,,,,,270000,263000,,06,0,42999.50,0,105,057,150,93,48,,59,35,M,M,0 
737,53,1,03,02,07,007097,021500,05,020961,282,01,,,,,017500,007097,028214,013864,,,,,,15,1,87499.50,0,085,045,120,98,30,,48,42,M,U,0 
773,121,1,03,03,01,000797,013200,06,007165,173,00,,,,,007700,000186,015400,006329,,,087500,086482,,04,0,62499.50,0,088,048,120,99,35,,57,42,M,U,0 
776,84,1,03,03,22,000413,020900,07,116693,179,00,,,057318,056737,011900,000373,,,,,048128,021388,,12,0,87499.50,0,090,042,120,95,30,,,42,M,U,0 
718,180,1,02,02,40,001852,008200,05,013051,091,00,,,,,006700,001779,009333,008411,,,067400,064692,,05,0,42999.50,0,105,057,150,93,48,,44,57,F,U,0 
779,-76,1,01,01,22,000005,005500,02,010958,278,00,,,,,,,,,,,,,,06,0,62499.50,0,059,028,120,98,17,,39,57,M,M,0 
726,152,1,04,04,04,008159,016522,06,019328,237,01,,,,,009800,002485,014330,011169,006722,005674,095859,094988,,02,0,62499.50,0,085,045,120,98,30,,46,42,M,M,0 
722,94,1,08,04,04,004613,029920,08,007296,185,01,,,,,016400,001685,021431,001328,008000,000000,077600,075671,,04,0,87499.50,0,085,045,120,98,30,,54,42,M,M,0 
789,-7,1,01,00,99,000000,000067,01,000000,134,00,,,,,,,,,,,071950,068161,,07,0,87499.50,0,085,045,120,98,30,,,42,M,U,0 
762,177,1,01,01,81,002282,004900,04,020493,224,00,,,027138,020720,004900,002282,052834,038931,,,,,,13,0,62499.50,0,000,000,000,00,00,,42,57,M,U,0 
760,200,1,05,02,06,001602,036500,05,008323,346,00,,,,,021000,000389,012975,006721,010500,001213,100000,093261,,09,0,62499.50,0,136,063,150,95,42,,45,42,M,M,0 
786,91,1,03,01,69,000138,011420,02,000138,110,00,,,,,,,,,009800,000138,041000,035456,,05,0,62499.50,0,082,043,130,98,31,,64,35,M,U,0 
735,163,1,02,02,65,001292,006523,05,006169,229,01,,,,,006523,001292,018647,004877,,,073250,065695,,07,1,62499.50,0,105,057,150,93,48,,52,42,M,U,0 
742,35,1,05,03,41,002510,004856,04,002510,290,01,,,,,002410,002410,,,,,033500,018838,,03,0,42999.50,0,082,043,130,98,31,,42,57,M,M,0 
751,188,1,05,03,17,000777,026015,06,008734,164,00,,,,,010000,000632,026415,007957,010000,000125,064200,061740,,08,1,87499.50,0,113,060,140,97,44,,59,35,M,M,0 
741,59,1,08,06,18,009839,033141,11,015740,204,02,,,,,012900,007717,010160,005754,012400,001411,065000,056312,,05,1,87499.50,0,000,000,000,00,00,,57,42,M,M,0 
779,-55,1,03,02,07,001329,022832,02,001329,529,00,,,,,005000,001082,,,007500,000000,,,,04,1,87499.50,0,088,048,120,98,22,,,42,M,M,0 
786,251,1,01,00,57,000000,003000,01,000000,186,00,,,,,003000,000000,,,,,045000,032931,,01,0,42999.50,0,085,045,120,98,30,,49,42,M,M,0 
726,199,1,01,01,43,008974,009000,01,008974,118,01,,,,,,,007929,000000,009000,008974,,,,04,1,62499.50,0,085,045,120,98,30,,67,35,M,M,0 
694,282,1,01,01,31,013886,015000,02,079249,002,01,,,,,,,,,015000,013886,,,,06,0,87499.50,0,136,063,150,95,42,,44,57,M,M,0 
745,165,1,07,05,06,001516,019803,07,001529,148,01,,,,,019000,000923,001500,000000,,,072345,067209,,05,0,62499.50,0,105,057,150,93,48,,60,35,M,U,0 
775,265,1,02,01,47,000099,006360,03,007989,132,00,,,,,005000,000099,015678,007862,001360,000000,,,,15,0,42999.50,0,071,033,120,92,17,,31,57,F,U,0 
715,172,1,11,06,04,004018,026928,11,014588,429,02,,,,,011626,003250,011003,007864,000395,000254,073100,067963,,04,1,87499.50,0,071,037,120,99,16,,,42,M,M,0 
755,178,1,01,01,16,002413,006500,02,009773,098,00,,,,,006500,002413,011335,007360,,,,,,04,0,62499.50,0,090,042,120,95,30,,,42,M,U,0 
742,263,1,06,03,10,005309,017928,06,014044,185,01,,,,,004500,003678,013073,008713,,,078000,076673,,05,1,62499.50,0,105,057,150,93,48,,58,42,M,M,0 
775,109,1,02,01,85,000727,015900,02,008160,207,00,,,,,015900,000727,008469,007433,,,,,,08,0,42999.50,0,088,048,120,99,35,,,42,M,U,0 
787,178,1,01,01,07,001005,001005,01,001005,183,01,,,,,001005,001005,,,,,,,,07,1,62499.50,0,088,048,120,99,35,,,42,M,U,0 
759,172,1,02,01,63,000816,009600,03,003703,130,00,,,,,,,005068,002887,008100,000816,061200,056188,,02,1,87499.50,0,105,057,150,93,48,,48,42,M,M,0 
771,187,1,03,01,09,000153,023201,03,017752,159,00,,,,,012100,000153,,,011101,000000,070000,068356,,05,0,42999.50,0,085,045,120,98,30,,61,35,F,U,0 
788,245,1,03,02,47,000300,012400,05,026404,364,00,,,,,012400,000300,028861,026104,,,060000,036971,,13,0,62499.50,0,090,042,120,95,30,,,42,M,U,0 
720,295,1,03,03,15,023279,034424,06,009109,185,02,,,,,005000,003010,013000,005613,,,044250,034574,,08,0,42999.50,0,085,045,120,98,30,,57,42,M,M,0 
775,51,1,03,02,02,001536,013709,04,012373,245,01,,,,,013500,001369,015363,010837,,,056500,054075,,01,1,62499.50,0,000,000,000,00,00,,46,42,M,M,0 
732,105,1,02,01,05,000405,008500,02,000405,191,00,,,,,003500,000000,,,,,052500,051415,,15,1,42999.50,0,085,045,120,98,30,,57,42,M,M,0 
756,108,1,02,02,99,000401,007000,05,018267,108,00,,,,,007000,000401,032514,017866,,,076300,070245,,06,0,62499.50,0,088,048,120,99,35,,59,35,M,M,0 
713,327,1,06,05,10,012136,014632,07,012136,165,03,,,,,009172,008755,017905,014416,005000,003332,064569,061254,,02,1,62499.50,0,085,045,120,98,30,,56,42,M,M,0 
697,205,1,04,03,18,004312,004703,10,030163,152,03,,,,,004503,004312,027299,018420,,,125000,123000,,03,0,87499.50,0,105,057,150,93,48,,64,35,M,M,0 
725,261,1,03,02,06,020982,026000,03,020982,188,01,,,,,007500,003645,006086,000000,018500,017337,055600,041293,,01,1,87499.50,0,082,043,130,98,31,,60,35,M,M,0 
743,170,1,06,05,16,000419,010083,07,008199,148,00,,,,,005000,000052,010100,007780,000584,000140,061000,059297,,06,1,62499.50,0,088,048,120,99,35,,60,35,M,M,0 
743,179,1,03,03,60,011766,017748,05,015122,207,02,,,,,007500,006471,006600,003356,,,038750,029413,,,1,62499.50,0,084,038,120,98,27,,55,42,M,M,0 
767,123,1,03,02,12,000705,015200,04,068709,291,00,,,,,010200,000705,002500,002008,,,,,,05,0,87499.50,0,136,063,150,95,42,,52,42,F,U,0 
730,84,1,03,02,71,004076,009448,02,004076,217,01,,,,,,,,,003640,003553,,,,07,1,42999.50,0,059,028,120,98,17,,57,42,M,M,0 
775,122,1,02,02,03,000300,005529,02,000300,001,00,,,,,,,,,,,,,,03,0,87499.50,0,100,036,120,96,22,,48,42,M,M,0 
723,68,1,02,02,88,005953,011308,03,006010,105,01,,,,,,,,,006700,005914,,,,02,0,42999.50,0,122,055,140,97,40,,,42,F,U,0 
769,-30,1,04,02,57,001039,014226,04,001039,249,00,,,,,012000,001039,,,,,052000,049263,,08,1,87499.50,0,105,057,150,93,48,,49,42,M,M,0 
778,-28,1,01,01,95,001064,007600,02,001108,096,00,,,,,,,,,007600,001064,,,,02,0,87499.50,0,105,057,150,93,48,,,42,F,U,0 
732,101,1,06,06,16,008884,025981,09,013228,227,03,,,,,007172,003974,007697,004344,007800,003139,028100,012341,,12,0,87499.50,0,105,057,150,93,48,,47,42,M,U,0 
781,3,1,06,05,99,010505,026700,06,011544,257,02,,,,,012200,005183,006600,001039,,,,,,03,0,42999.50,0,071,033,120,92,17,,,42,M,U,0 
752,295,1,16,05,08,001404,049282,08,010849,315,01,,,,,017500,000163,010000,009425,007527,001002,139000,135000,,04,0,87499.50,0,105,057,150,93,48,,37,57,M,M,0 
785,26,1,03,02,23,001296,012720,02,001296,150,00,,,,,012000,001137,,,,,,,,09,0,42999.50,0,088,048,120,99,35,,55,42,M,U,0 
713,227,1,07,04,07,014152,025390,07,014202,211,03,,,,,018500,010648,007650,003542,003500,003491,007650,003542,,08,1,87499.50,0,105,057,150,93,48,,54,42,M,M,0 
754,128,1,02,02,02,002956,015000,03,002956,235,01,,,,,,,,,,,063500,059304,,07,0,87499.50,0,088,048,120,99,35,,,42,M,U,0 
779,40,1,07,03,26,002305,023583,05,002338,135,00,,,,,009900,001568,,,008500,000675,077123,075270,,04,0,62499.50,0,105,057,150,93,48,,61,35,F,U,0 
747,249,1,02,02,50,000879,013900,07,022848,007,00,,,,,013900,000879,017072,011426,,,080900,073424,,05,0,87499.50,0,082,043,130,98,31,,,42,M,M,0 
757,-20,1,03,02,99,008327,016284,03,010694,145,01,,,,,,,008136,002367,008900,006507,,,,08,0,62499.50,0,000,000,000,00,00,,,42,M,U,0 
765,168,1,02,02,13,000743,005586,05,021305,161,00,,,,,001590,000440,027364,020562,,,085600,077330,,06,0,87499.50,0,105,057,150,93,48,,54,42,M,M,0 
772,23,1,02,01,14,000473,003920,02,000473,115,00,,,,,002420,000473,,,,,055000,049044,,02,0,87499.50,0,105,057,150,93,48,,,42,F,U,0 
705,227,1,02,02,92,011851,011809,07,042048,195,02,,,,,011809,011851,,,,,074200,072630,,08,0,62499.50,0,136,063,150,95,42,,,42,M,M,0 
742,273,1,04,03,11,000872,007829,05,000947,096,00,,,,,,,,,006180,000769,085000,083225,,00,0,42999.50,0,105,057,150,93,48,,66,35,M,M,0 
716,306,1,01,00,05,000000,000626,02,015477,185,00,,,,,,,035676,015389,000626,000000,,,,01,0,42999.50,0,105,057,150,93,48,,,42,U,U,0 
705,206,1,04,04,37,014392,021179,06,017361,211,03,,,,,011679,008925,008224,002969,005000,004812,073000,067121,,07,0,62499.50,0,105,057,150,93,48,,,42,M,U,0 
769,115,1,04,03,50,008569,021312,05,008718,228,01,,,,,016000,007009,,,002000,000000,084400,083023,,01,0,42999.50,0,100,036,120,96,22,,55,42,M,M,0 
753,139,1,01,01,33,002162,006000,02,006640,145,00,,,,,006000,002162,006500,004478,,,,,,,1,62499.50,0,085,045,120,98,30,,,42,F,U,0 
775,216,1,02,01,06,000042,006240,02,000042,066,00,,,,,004800,000042,,,,,070967,069848,,01,0,87499.50,0,082,043,130,98,31,,,42,M,M,0 
780,31,1,02,02,42,000995,017700,04,007508,327,00,,,,,008000,000107,010045,006513,009700,000888,090000,081878,,02,0,87499.50,0,105,057,150,93,48,,39,57,M,M,0 
773,-10,1,05,03,26,001124,023070,06,002371,151,00,,,,,020500,001002,014364,001197,000420,000040,167000,163000,,02,0,87499.50,0,105,057,150,93,48,,46,42,M,M,0 
725,431,1,09,08,04,002105,020048,12,025358,065,01,,,,,012000,001342,027500,023213,000370,000020,119000,117000,,05,1,87499.50,0,136,063,150,95,42,,52,42,M,M,0 
788,-7,1,03,01,32,000355,005493,01,000355,114,00,,,,,004493,000355,,,,,,,,12,0,62499.50,0,082,043,130,98,31,,,57,F,U,0 
736,22,1,01,01,42,000816,002500,04,010581,118,00,,,,,,,020612,009765,,,051250,045380,,08,0,62499.50,0,084,038,120,98,27,,51,42,M,U,0 
713,237,1,01,01,99,003582,004700,04,019488,134,01,,,,,004700,003582,030291,015906,,,,,,03,0,87499.50,0,105,057,150,93,48,,,42,M,U,0 
725,172,1,04,02,06,000566,007103,02,000566,133,00,,,,,003000,000313,,,,,,,,08,0,42999.50,0,090,042,120,95,30,,58,42,M,M,0 
774,79,1,06,02,07,001331,028357,03,001375,165,00,,,,,016000,001322,,,,,,,,04,1,62499.50,0,082,043,130,98,31,,,42,M,U,0 
720,303,1,07,07,35,009214,018321,09,040896,216,03,,,,,011750,005897,041028,031682,,,,,,05,0,42999.50,0,071,033,120,92,17,,44,57,M,U,0 
778,-36,1,03,01,43,001821,020300,01,001821,001,00,,,,,009500,001821,,,010000,000000,,,,,0,62499.50,0,082,043,130,98,31,,51,42,F,U,0 
753,141,1,05,04,04,001544,017997,08,020284,145,00,,,,,,,020650,017755,009500,000948,069400,067725,,04,0,87499.50,0,105,057,150,93,48,,49,42,F,U,0 
707,202,1,02,02,99,013641,013700,03,013641,156,02,,,,,004200,004145,,,009500,009496,091550,084997,,05,1,42999.50,0,085,045,120,98,30,,62,35,M,M,0 
743,142,1,03,02,02,005939,018400,04,005939,256,01,,,,,010900,005939,,,007500,000000,073800,061987,,04,0,62499.50,0,105,057,150,93,48,,48,42,M,M,0 
755,76,1,05,03,38,018635,040012,04,018635,189,01,,,,,015900,001145,029600,013150,001299,000000,029600,013150,,13,1,87499.50,0,090,042,120,95,30,,51,42,M,M,0 
777,-36,1,02,02,91,000337,011800,06,009164,139,00,,,,,005000,000037,030893,008796,,,073200,070799,,06,1,87499.50,0,088,048,120,99,35,,,42,M,M,0 
755,138,1,02,02,99,002062,009460,08,014384,316,01,,,,,007500,000807,017857,012202,,,043454,024463,,12,0,87499.50,0,105,057,150,93,48,,,42,M,M,0 
734,234,1,02,02,17,003788,006296,04,009520,080,02,,,,,006100,003674,007587,005732,,,057000,053698,,01,0,42999.50,0,071,033,120,92,17,,68,35,M,M,0 
770,-39,1,02,02,98,001024,006240,04,005580,193,00,,,,,006240,001024,007100,004556,,,102000,100000,,04,1,62499.50,0,108,055,140,99,36,,56,42,M,M,0 
740,242,1,02,02,99,008121,013524,05,052519,227,01,,,,,,,057500,044398,010500,007812,,,,02,1,62499.50,0,085,045,120,98,30,,59,35,M,U,0 
776,-2,1,01,01,88,000048,005000,04,025067,322,00,,,,,005000,000048,037130,025019,,,,,,05,0,62499.50,0,105,057,150,93,48,,,42,M,M,0 
752,135,1,01,01,99,004083,007500,02,004083,191,01,,,,,007500,004083,,,,,081250,078604,,06,0,62499.50,0,088,048,120,98,22,,54,42,M,M,0 
765,224,1,01,01,99,001505,004428,04,016494,244,00,,,,,,,015911,014989,,,049513,048091,,15,0,42999.50,0,071,037,120,99,16,,43,57,M,M,0 
709,83,1,07,06,05,012433,024837,07,012433,138,04,,,,,016717,007079,,,006020,004924,060700,055894,,06,0,62499.50,0,088,048,120,99,35,,,42,M,U,0 
724,151,1,04,01,31,008925,012608,04,013576,210,01,,,,,009700,008925,014254,004601,,,163000,159000,,05,0,87499.50,0,105,057,150,93,48,,54,42,M,M,0 
725,217,1,00,00,,,,02,000611,113,00,,,,,,,011300,000611,,,083936,082683,,01,1,62499.50,0,105,057,150,93,48,,,42,M,M,0 
762,-27,1,03,00,76,000000,011000,04,027917,259,00,,,,,005600,000000,068038,027917,,,,,,15,0,87499.50,0,085,045,120,98,30,,37,57,M,M,0 
780,49,1,02,01,05,000075,008300,01,000075,167,00,,,,,007500,000075,,,,,,,,15,1,62499.50,0,084,038,120,98,27,,,42,M,M,0 
730,282,1,03,03,35,008829,017800,03,008829,105,02,,,,,009000,003254,,,008800,005575,,,,03,1,62499.50,0,136,063,150,95,42,,,42,F,U,0 
710,450,1,02,02,12,007213,011000,05,039999,107,02,,,,,006000,003900,059354,032786,005000,003313,,,,04,0,62499.50,0,071,033,120,92,17,,65,35,M,M,0 
754,203,1,02,02,23,001191,010100,04,028637,129,00,,,,,006500,001164,035024,027446,,,,,,01,1,42999.50,0,000,000,000,00,00,,62,35,M,M,0 
741,175,1,03,02,23,007586,019400,04,007586,154,01,,,,,007000,000000,,,010000,007208,047500,042922,,07,1,87499.50,0,113,060,140,97,44,,57,42,M,M,0 
755,79,1,03,02,05,004771,008500,02,004771,111,01,,,,,006500,002842,,,002000,001929,,,,01,0,87499.50,0,105,057,150,93,48,,,42,F,U,0 
713,376,1,02,01,45,004643,008000,03,004852,099,01,,,,,006500,004643,008350,000209,,,,,,03,0,42999.50,0,105,057,150,93,48,,,42,M,M,0 
787,8,1,04,02,29,001568,006278,02,001568,294,00,,,,,005000,001475,,,,,,,,05,0,87499.50,0,088,048,120,99,35,,38,57,M,M,0 
710,342,1,08,07,07,012166,030287,10,031058,172,03,,,,,016900,005319,022766,018832,007055,003705,164000,161000,,02,0,87499.50,0,105,057,150,93,48,,54,42,M,M,0 
741,316,1,02,02,12,002171,005240,05,007758,155,00,,,,,004400,002150,014208,005328,000840,000021,074580,068485,,06,1,87499.50,0,088,048,120,99,35,,62,35,M,M,0 
758,42,1,03,03,20,002454,015818,04,015786,246,00,,,,,015818,002454,020228,013332,,,,,,08,0,87499.50,0,059,028,120,98,17,,53,42,M,M,0 
735,20,1,03,03,11,001232,004379,05,005055,207,02,,,,,,,017550,003823,001000,000804,080800,074293,,06,1,42999.50,0,090,042,120,95,30,,,42,M,M,0 
744,135,1,03,03,17,000420,009895,07,001260,090,00,,,,,005595,000130,001500,000763,,,119000,116000,,02,0,42999.50,0,100,036,120,96,22,,63,35,M,M,0 
744,118,1,01,01,48,001184,002000,02,014638,217,01,,,,,,,,,002000,001184,,,,06,0,42999.50,0,071,033,120,92,17,,36,57,M,U,0 
772,138,1,03,02,24,001951,018600,03,001951,145,00,,,,,008600,000340,,,010000,001611,068000,040763,,06,1,62499.50,0,105,057,150,93,48,,60,35,M,M,0 
754,-14,1,02,02,92,004418,010516,02,004418,251,00,,,,,004900,002036,,,,,,,,02,0,42999.50,0,085,045,120,98,30,,,42,M,M,0 
708,295,1,01,01,67,003605,005100,03,004680,135,01,,,,,005100,003605,001649,001075,,,075700,074797,,04,0,42999.50,0,105,057,150,93,48,,56,42,M,M,0 
738,107,1,04,04,08,004089,018700,07,011393,142,01,,,,,009100,003346,018760,007304,008600,000371,063214,058810,,05,0,42999.50,0,082,043,130,98,31,,57,42,M,M,0 
727,85,1,03,02,22,011132,019802,03,011132,277,01,,,,,004588,000904,,,014414,010228,040000,032217,,14,0,87499.50,0,088,048,120,98,22,,46,42,M,M,0 
699,272,1,08,05,06,008732,016897,07,029700,141,04,,,,,007418,006216,025714,020968,,,,,,03,1,87499.50,0,105,057,150,93,48,,63,35,M,M,0 
755,54,1,04,04,91,006484,020949,04,006484,186,00,,,,,015000,004855,,,,,,,,03,0,62499.50,0,105,057,150,93,48,,,42,M,U,0 
760,59,1,01,01,99,003258,005100,02,003258,176,01,,,,,005100,003258,,,,,067800,065706,,10,0,62499.50,0,105,057,150,93,48,,,42,M,U,0 
759,45,1,02,02,67,000949,009104,03,008805,116,00,,,,,005000,000209,017044,007856,,,,,,07,0,42999.50,0,071,033,120,92,17,,55,42,M,M,0 
730,350,1,06,03,08,005345,021645,05,011328,152,01,,,,,021345,005345,009487,005983,000300,000000,067573,065640,,02,1,87499.50,0,085,045,120,98,30,,64,35,M,M,0 
710,188,1,03,02,23,002564,005825,04,008977,148,02,,,,,003377,002564,010266,006413,,,089100,087121,,00,0,62499.50,0,085,045,120,98,30,,61,35,M,U,0 
743,92,1,03,02,10,000148,009022,05,007847,199,00,,,,,005800,000094,014015,007595,,,074000,071520,,01,0,62499.50,0,085,045,120,98,30,,,42,M,M,0 
756,67,1,04,02,28,006871,023924,03,006871,237,01,,,,,016900,000352,,,007024,006519,064000,054730,,10,0,62499.50,0,090,042,120,95,30,,50,42,M,M,0 
746,182,1,04,02,06,001183,017900,03,001183,121,00,,,,,009800,001183,,,006000,000000,090150,088772,,00,0,62499.50,0,000,000,000,00,00,,55,42,F,U,0 
790,320,1,04,01,04,000339,011678,02,000339,288,00,,,,,001500,000000,,,009700,000339,117000,115000,,01,0,87499.50,0,088,048,120,99,35,,43,57,M,M,0 
732,128,1,05,04,07,008442,021076,05,056626,164,02,,,,,017800,008406,,,000000,000000,,,,07,0,62499.50,0,071,033,120,92,17,,54,42,M,M,0 
753,150,1,04,02,06,000065,028616,05,015302,338,00,,,,,023900,000065,018300,015237,,,060250,058979,,07,0,62499.50,0,105,057,150,93,48,,49,42,M,M,0 
742,244,1,02,02,10,003782,003897,02,003782,236,02,,,,,003897,003782,,,,,,,,01,0,62499.50,0,088,048,120,99,35,,,42,F,U,0 
740,450,1,05,02,05,003485,023687,03,003485,118,01,,,,,009690,000022,,,008997,003463,084000,081565,,06,1,87499.50,0,105,057,150,93,48,,,42,M,M,0 
745,171,1,07,03,05,001129,005418,06,014198,134,02,,,,,000817,000817,023155,013069,,,090349,088925,,03,0,62499.50,0,000,000,000,00,00,,63,35,M,U,0 
714,272,1,01,01,49,004611,012000,02,004611,120,00,,,,,012000,004611,,,,,095400,093279,,04,0,87499.50,0,105,057,150,93,48,,66,35,M,M,0 
752,390,1,04,03,06,002401,011808,04,002401,117,01,,,,,002000,001947,,,002500,000226,087243,086322,,03,0,87499.50,0,085,045,120,98,30,,65,35,M,M,0 
